airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-03-27,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2071
Air India,2019-05-01,Kolkata,Banglore,10:00:00,13:45:00,1665,2.0,No Info,15164
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Multiple Carriers,2019-05-21,Delhi,Cochin,17:15:00,00:55:00,460,1.0,No Info,7858
Air India,2019-05-12,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13243
Jet Airways,2019-06-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,12242
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,16289
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,No Info,16736
Spicejet,2019-05-21,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3311
Jet Airways,2019-03-27,Delhi,Cochin,15:05:00,04:25:00,800,1.0,No Info,12242
Indigo,2019-05-15,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,6834
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,9646
Jet Airways,2019-03-09,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,15029
Vistara,2019-03-06,Mumbai,Hyderabad,10:25:00,22:55:00,750,1.0,No Info,12395
Indigo,2019-05-15,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Indigo,2019-05-01,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Spicejet,2019-06-09,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919
Vistara,2019-03-06,Delhi,Cochin,14:55:00,17:50:00,175,0.0,No Info,8001
Goair,2019-04-15,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,3898
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,18:50:00,1350,1.0,No Info,9345
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,2575
Indigo,2019-05-21,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,5601
Spicejet,2019-06-12,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Jet Airways,2019-05-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Indigo,2019-06-21,Banglore,Delhi,19:30:00,22:15:00,165,0.0,No Info,5780
Spicejet,2019-04-06,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Air India,2019-03-18,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,4729
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13727
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,8016
Air India,2019-05-15,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,14424
Air India,2019-05-18,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No Info,15170
Multiple Carriers,2019-06-06,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,11622
Jet Airways,2019-06-27,Delhi,Cochin,06:45:00,12:35:00,1790,2.0,No Info,13376
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,10:45:00,300,1.0,In-flight meal not included,9134
Air India,2019-04-09,Banglore,Delhi,17:00:00,19:50:00,170,0.0,No Info,5911
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13014
Spicejet,2019-06-03,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,13067
Air Asia,2019-03-27,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,6151
Indigo,2019-04-12,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5224
Indigo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6037
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,10231
Multiple Carriers,2019-03-09,Delhi,Cochin,00:20:00,12:55:00,755,1.0,In-flight meal not included,18260
Indigo,2019-05-27,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,6628
Jet Airways,2019-05-27,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Multiple Carriers,2019-05-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,14848
Vistara,2019-05-18,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4878
Indigo,2019-06-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Spicejet,2019-05-01,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Air India,2019-05-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,14634
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1.0,No Info,14714
Air India,2019-03-21,Banglore,New Delhi,10:30:00,22:55:00,745,1.0,No Info,6383
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,In-flight meal not included,9314
Spicejet,2019-04-24,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3919
Multiple Carriers,2019-06-12,Delhi,Cochin,08:50:00,19:00:00,610,1.0,No Info,10877
Spicejet,2019-03-21,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,6356
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,In-flight meal not included,10844
Air India,2019-04-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
Indigo,2019-06-01,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6842
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,590,1.0,No Info,17024
Goair,2019-05-18,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4239
Spicejet,2019-05-18,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No Info,4174
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Indigo,2019-04-03,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7485
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,10262
Air India,2019-06-06,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No Info,8366
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,10262
Jet Airways,2019-03-09,Banglore,New Delhi,05:50:00,15:00:00,550,1.0,In-flight meal not included,10037
Multiple Carriers,2019-06-01,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,13377
Indigo,2019-05-15,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No Info,5069
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,18804
Air Asia,2019-06-12,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No Info,5162
Air India,2019-03-21,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,3670
Air Asia,2019-04-12,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,7080
Indigo,2019-03-03,Delhi,Cochin,05:05:00,10:05:00,300,1.0,No Info,9581
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,10844
Vistara,2019-04-15,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,5613
Indigo,2019-05-12,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,4284
